season,week,game_id,gameday,away_team,home_team,p_home,actual_home_win,evaluation_type
2008,1,2008_01_WAS_NYG,9/4/2008,WAS,NYG,0.614758235,1,historical
2008,1,2008_01_ARI_SF,9/7/2008,ARI,SF,0.462155751,0,historical
2008,1,2008_01_CAR_SD,9/7/2008,CAR,SD,0.702567339,0,historical
2008,1,2008_01_CHI_IND,9/7/2008,CHI,IND,0.679506932,0,historical
2008,1,2008_01_CIN_BAL,9/7/2008,CIN,BAL,0.502246056,1,historical
2008,1,2008_01_DAL_CLE,9/7/2008,DAL,CLE,0.500961964,0,historical
2008,1,2008_01_DET_ATL,9/7/2008,DET,ATL,0.510655834,1,historical
2008,1,2008_01_HOU_PIT,9/7/2008,HOU,PIT,0.567132844,1,historical
2008,1,2008_01_JAX_TEN,9/7/2008,JAX,TEN,0.493108215,1,historical
2008,1,2008_01_KC_NE,9/7/2008,KC,NE,0.839727642,1,historical
2008,1,2008_01_NYJ_MIA,9/7/2008,NYJ,MIA,0.473984191,0,historical
2008,1,2008_01_SEA_BUF,9/7/2008,SEA,BUF,0.477518062,1,historical
2008,1,2008_01_STL_PHI,9/7/2008,STL,PHI,0.716893238,1,historical
2008,1,2008_01_TB_NO,9/7/2008,TB,NO,0.564072108,1,historical
2008,1,2008_01_DEN_OAK,9/8/2008,DEN,OAK,0.485845689,0,historical
2008,1,2008_01_MIN_GB,9/8/2008,MIN,GB,0.627719109,1,historical
2008,2,2008_02_ATL_TB,9/14/2008,ATL,TB,0.57475114,1,historical
2008,2,2008_02_BUF_JAX,9/14/2008,BUF,JAX,0.592915268,0,historical
2008,2,2008_02_CHI_CAR,9/14/2008,CHI,CAR,0.476840552,1,historical
2008,2,2008_02_GB_DET,9/14/2008,GB,DET,0.337017055,0,historical
2008,2,2008_02_IND_MIN,9/14/2008,IND,MIN,0.484086136,0,historical
2008,2,2008_02_MIA_ARI,9/14/2008,MIA,ARI,0.749045209,1,historical
2008,2,2008_02_NE_NYJ,9/14/2008,NE,NYJ,0.27770209,0,historical
2008,2,2008_02_NO_WAS,9/14/2008,NO,WAS,0.567730371,1,historical
2008,2,2008_02_NYG_STL,9/14/2008,NYG,STL,0.290141507,0,historical
2008,2,2008_02_OAK_KC,9/14/2008,OAK,KC,0.586882963,0,historical
2008,2,2008_02_PIT_CLE,9/14/2008,PIT,CLE,0.433871998,0,historical
2008,2,2008_02_SD_DEN,9/14/2008,SD,DEN,0.479509012,1,historical
2008,2,2008_02_SF_SEA,9/14/2008,SF,SEA,0.683983852,0,historical
2008,2,2008_02_TEN_CIN,9/14/2008,TEN,CIN,0.456992822,0,historical
2008,2,2008_02_PHI_DAL,9/15/2008,PHI,DAL,0.596158481,1,historical
2008,3,2008_03_ARI_WAS,9/21/2008,ARI,WAS,0.548997041,1,historical
2008,3,2008_03_CAR_MIN,9/21/2008,CAR,MIN,0.507614394,1,historical
2008,3,2008_03_CIN_NYG,9/21/2008,CIN,NYG,0.76619343,1,historical
2008,3,2008_03_CLE_BAL,9/21/2008,CLE,BAL,0.59123035,1,historical
2008,3,2008_03_DAL_GB,9/21/2008,DAL,GB,0.558527929,0,historical
2008,3,2008_03_DET_SF,9/21/2008,DET,SF,0.576354024,1,historical
2008,3,2008_03_HOU_TEN,9/21/2008,HOU,TEN,0.667415355,1,historical
2008,3,2008_03_JAX_IND,9/21/2008,JAX,IND,0.624364488,0,historical
2008,3,2008_03_KC_ATL,9/21/2008,KC,ATL,0.63007013,1,historical
2008,3,2008_03_MIA_NE,9/21/2008,MIA,NE,0.898389586,0,historical
2008,3,2008_03_NO_DEN,9/21/2008,NO,DEN,0.615973907,1,historical
2008,3,2008_03_OAK_BUF,9/21/2008,OAK,BUF,0.702528863,1,historical
2008,3,2008_03_PIT_PHI,9/21/2008,PIT,PHI,0.506159378,1,historical
2008,3,2008_03_STL_SEA,9/21/2008,STL,SEA,0.694667119,1,historical
2008,3,2008_03_TB_CHI,9/21/2008,TB,CHI,0.624728106,0,historical
2008,3,2008_03_NYJ_SD,9/22/2008,NYJ,SD,0.702694072,1,historical
2008,4,2008_04_ARI_NYJ,9/28/2008,ARI,NYJ,0.446404514,1,historical
2008,4,2008_04_ATL_CAR,9/28/2008,ATL,CAR,0.61180995,1,historical
2008,4,2008_04_BUF_STL,9/28/2008,BUF,STL,0.293542296,0,historical
2008,4,2008_04_CLE_CIN,9/28/2008,CLE,CIN,0.572567896,0,historical
2008,4,2008_04_DEN_KC,9/28/2008,DEN,KC,0.296110307,1,historical
2008,4,2008_04_GB_TB,9/28/2008,GB,TB,0.461044063,1,historical
2008,4,2008_04_HOU_JAX,9/28/2008,HOU,JAX,0.64108129,1,historical
2008,4,2008_04_MIN_TEN,9/28/2008,MIN,TEN,0.676975599,1,historical
2008,4,2008_04_PHI_CHI,9/28/2008,PHI,CHI,0.490914396,1,historical
2008,4,2008_04_SD_OAK,9/28/2008,SD,OAK,0.338210405,0,historical
2008,4,2008_04_SF_NO,9/28/2008,SF,NO,0.602613616,1,historical
2008,4,2008_04_WAS_DAL,9/28/2008,WAS,DAL,0.677420629,0,historical
2008,4,2008_04_BAL_PIT,9/29/2008,BAL,PIT,0.612983223,1,historical
2008,5,2008_05_ATL_GB,10/5/2008,ATL,GB,0.708972653,0,historical
2008,5,2008_05_BUF_ARI,10/5/2008,BUF,ARI,0.42349202,1,historical
2008,5,2008_05_CHI_DET,10/5/2008,CHI,DET,0.313259975,0,historical
2008,5,2008_05_CIN_DAL,10/5/2008,CIN,DAL,0.801867089,1,historical
2008,5,2008_05_IND_HOU,10/5/2008,IND,HOU,0.444748959,0,historical
2008,5,2008_05_KC_CAR,10/5/2008,KC,CAR,0.717437535,1,historical
2008,5,2008_05_NE_SF,10/5/2008,NE,SF,0.300528469,0,historical
2008,5,2008_05_PIT_JAX,10/5/2008,PIT,JAX,0.527366875,0,historical
2008,5,2008_05_SD_MIA,10/5/2008,SD,MIA,0.32377205,1,historical
2008,5,2008_05_SEA_NYG,10/5/2008,SEA,NYG,0.707620716,1,historical
2008,5,2008_05_TB_DEN,10/5/2008,TB,DEN,0.489366672,1,historical
2008,5,2008_05_TEN_BAL,10/5/2008,TEN,BAL,0.402882624,0,historical
2008,5,2008_05_WAS_PHI,10/5/2008,WAS,PHI,0.537955746,0,historical
2008,5,2008_05_MIN_NO,10/6/2008,MIN,NO,0.565703453,0,historical
2008,6,2008_06_BAL_IND,10/12/2008,BAL,IND,0.650731017,1,historical
2008,6,2008_06_CAR_TB,10/12/2008,CAR,TB,0.528451026,1,historical
2008,6,2008_06_CHI_ATL,10/12/2008,CHI,ATL,0.389660026,1,historical
2008,6,2008_06_CIN_NYJ,10/12/2008,CIN,NYJ,0.651145325,1,historical
2008,6,2008_06_DAL_ARI,10/12/2008,DAL,ARI,0.395040109,1,historical
2008,6,2008_06_DET_MIN,10/12/2008,DET,MIN,0.764673448,1,historical
2008,6,2008_06_GB_SEA,10/12/2008,GB,SEA,0.497133553,0,historical
2008,6,2008_06_JAX_DEN,10/12/2008,JAX,DEN,0.539461488,0,historical
2008,6,2008_06_MIA_HOU,10/12/2008,MIA,HOU,0.537667028,1,historical
2008,6,2008_06_NE_SD,10/12/2008,NE,SD,0.480278122,1,historical
2008,6,2008_06_OAK_NO,10/12/2008,OAK,NO,0.655911354,1,historical
2008,6,2008_06_PHI_SF,10/12/2008,PHI,SF,0.376830271,0,historical
2008,6,2008_06_STL_WAS,10/12/2008,STL,WAS,0.848884299,0,historical
2008,6,2008_06_NYG_CLE,10/13/2008,NYG,CLE,0.322182532,1,historical
2008,7,2008_07_BAL_MIA,10/19/2008,BAL,MIA,0.541673288,0,historical
2008,7,2008_07_CLE_WAS,10/19/2008,CLE,WAS,0.623816627,1,historical
2008,7,2008_07_DAL_STL,10/19/2008,DAL,STL,0.226638914,1,historical
2008,7,2008_07_DET_HOU,10/19/2008,DET,HOU,0.715907401,1,historical
2008,7,2008_07_IND_GB,10/19/2008,IND,GB,0.48827454,1,historical
2008,7,2008_07_MIN_CHI,10/19/2008,MIN,CHI,0.607895737,1,historical
2008,7,2008_07_NO_CAR,10/19/2008,NO,CAR,0.550548847,1,historical
2008,7,2008_07_NYJ_OAK,10/19/2008,NYJ,OAK,0.394610556,1,historical
2008,7,2008_07_PIT_CIN,10/19/2008,PIT,CIN,0.289202844,0,historical
2008,7,2008_07_SD_BUF,10/19/2008,SD,BUF,0.435464612,1,historical
2008,7,2008_07_SEA_TB,10/19/2008,SEA,TB,0.699379024,1,historical
2008,7,2008_07_SF_NYG,10/19/2008,SF,NYG,0.803473813,1,historical
2008,7,2008_07_TEN_KC,10/19/2008,TEN,KC,0.218782737,0,historical
2008,7,2008_07_DEN_NE,10/20/2008,DEN,NE,0.696836928,1,historical
2008,8,2008_08_ARI_CAR,10/26/2008,ARI,CAR,0.562332937,1,historical
2008,8,2008_08_ATL_PHI,10/26/2008,ATL,PHI,0.670740501,1,historical
2008,8,2008_08_BUF_MIA,10/26/2008,BUF,MIA,0.381349814,1,historical
2008,8,2008_08_CIN_HOU,10/26/2008,CIN,HOU,0.703960267,1,historical
2008,8,2008_08_CLE_JAX,10/26/2008,CLE,JAX,0.607315392,0,historical
2008,8,2008_08_KC_NYJ,10/26/2008,KC,NYJ,0.723213683,1,historical
2008,8,2008_08_NYG_PIT,10/26/2008,NYG,PIT,0.571925298,0,historical
2008,8,2008_08_OAK_BAL,10/26/2008,OAK,BAL,0.708405783,1,historical
2008,8,2008_08_SD_NO,10/26/2008,SD,NO,0.416751156,1,historical
2008,8,2008_08_SEA_SF,10/26/2008,SEA,SF,0.467166504,0,historical
2008,8,2008_08_STL_NE,10/26/2008,STL,NE,0.784882594,1,historical
2008,8,2008_08_TB_DAL,10/26/2008,TB,DAL,0.529979454,1,historical
2008,8,2008_08_WAS_DET,10/26/2008,WAS,DET,0.229223758,0,historical
2008,8,2008_08_IND_TEN,10/27/2008,IND,TEN,0.680884259,1,historical
2008,9,2008_09_ARI_STL,11/2/2008,ARI,STL,0.408252689,0,historical
2008,9,2008_09_ATL_OAK,11/2/2008,ATL,OAK,0.448876944,0,historical
2008,9,2008_09_BAL_CLE,11/2/2008,BAL,CLE,0.571551153,0,historical
2008,9,2008_09_DAL_NYG,11/2/2008,DAL,NYG,0.633133054,1,historical
2008,9,2008_09_DET_CHI,11/2/2008,DET,CHI,0.845132444,1,historical
2008,9,2008_09_GB_TEN,11/2/2008,GB,TEN,0.669616348,1,historical
2008,9,2008_09_HOU_MIN,11/2/2008,HOU,MIN,0.559105425,1,historical
2008,9,2008_09_JAX_CIN,11/2/2008,JAX,CIN,0.318841205,1,historical
2008,9,2008_09_MIA_DEN,11/2/2008,MIA,DEN,0.546045657,0,historical
2008,9,2008_09_NE_IND,11/2/2008,NE,IND,0.448190463,1,historical
2008,9,2008_09_NYJ_BUF,11/2/2008,NYJ,BUF,0.587757427,0,historical
2008,9,2008_09_PHI_SEA,11/2/2008,PHI,SEA,0.404082883,0,historical
2008,9,2008_09_TB_KC,11/2/2008,TB,KC,0.278896675,0,historical
2008,9,2008_09_PIT_WAS,11/3/2008,PIT,WAS,0.578328046,0,historical
2008,10,2008_10_DEN_CLE,11/6/2008,DEN,CLE,0.667056928,0,historical
2008,10,2008_10_BAL_HOU,11/9/2008,BAL,HOU,0.437628607,0,historical
2008,10,2008_10_BUF_NE,11/9/2008,BUF,NE,0.70948728,1,historical
2008,10,2008_10_CAR_OAK,11/9/2008,CAR,OAK,0.270985315,0,historical
2008,10,2008_10_GB_MIN,11/9/2008,GB,MIN,0.472073326,1,historical
2008,10,2008_10_IND_PIT,11/9/2008,IND,PIT,0.638089595,0,historical
2008,10,2008_10_JAX_DET,11/9/2008,JAX,DET,0.305153393,0,historical
2008,10,2008_10_KC_SD,11/9/2008,KC,SD,0.799967736,1,historical
2008,10,2008_10_NO_ATL,11/9/2008,NO,ATL,0.53460161,1,historical
2008,10,2008_10_NYG_PHI,11/9/2008,NYG,PHI,0.48746822,0,historical
2008,10,2008_10_SEA_MIA,11/9/2008,SEA,MIA,0.632776706,1,historical
2008,10,2008_10_STL_NYJ,11/9/2008,STL,NYJ,0.742635373,1,historical
2008,10,2008_10_TEN_CHI,11/9/2008,TEN,CHI,0.428922498,0,historical
2008,10,2008_10_SF_ARI,11/10/2008,SF,ARI,0.809039464,1,historical
2008,11,2008_11_NYJ_NE,11/13/2008,NYJ,NE,0.646202419,0,historical
2008,11,2008_11_ARI_SEA,11/16/2008,ARI,SEA,0.380772066,0,historical
2008,11,2008_11_BAL_NYG,11/16/2008,BAL,NYG,0.659726759,1,historical
2008,11,2008_11_CHI_GB,11/16/2008,CHI,GB,0.576994058,1,historical
2008,11,2008_11_DAL_WAS,11/16/2008,DAL,WAS,0.567740651,0,historical
2008,11,2008_11_DEN_ATL,11/16/2008,DEN,ATL,0.644039419,0,historical
2008,11,2008_11_DET_CAR,11/16/2008,DET,CAR,0.860485929,1,historical
2008,11,2008_11_HOU_IND,11/16/2008,HOU,IND,0.739175691,1,historical
2008,11,2008_11_MIN_TB,11/16/2008,MIN,TB,0.59020192,1,historical
2008,11,2008_11_NO_KC,11/16/2008,NO,KC,0.377718597,0,historical
2008,11,2008_11_OAK_MIA,11/16/2008,OAK,MIA,0.775358152,1,historical
2008,11,2008_11_SD_PIT,11/16/2008,SD,PIT,0.614638829,1,historical
2008,11,2008_11_STL_SF,11/16/2008,STL,SF,0.508654933,1,historical
2008,11,2008_11_TEN_JAX,11/16/2008,TEN,JAX,0.320173299,0,historical
2008,11,2008_11_CLE_BUF,11/17/2008,CLE,BUF,0.54265222,0,historical
2008,12,2008_12_CIN_PIT,11/20/2008,CIN,PIT,0.819230961,1,historical
2008,12,2008_12_BUF_KC,11/23/2008,BUF,KC,0.373536615,0,historical
2008,12,2008_12_CAR_ATL,11/23/2008,CAR,ATL,0.433476453,1,historical
2008,12,2008_12_CHI_STL,11/23/2008,CHI,STL,0.288850518,0,historical
2008,12,2008_12_HOU_CLE,11/23/2008,HOU,CLE,0.639902857,0,historical
2008,12,2008_12_IND_SD,11/23/2008,IND,SD,0.484394551,0,historical
2008,12,2008_12_MIN_JAX,11/23/2008,MIN,JAX,0.542329752,0,historical
2008,12,2008_12_NE_MIA,11/23/2008,NE,MIA,0.424580179,0,historical
2008,12,2008_12_NYG_ARI,11/23/2008,NYG,ARI,0.381814558,0,historical
2008,12,2008_12_NYJ_TEN,11/23/2008,NYJ,TEN,0.742701877,0,historical
2008,12,2008_12_OAK_DEN,11/23/2008,OAK,DEN,0.755150101,0,historical
2008,12,2008_12_PHI_BAL,11/23/2008,PHI,BAL,0.563477178,1,historical
2008,12,2008_12_SF_DAL,11/23/2008,SF,DAL,0.80196315,1,historical
2008,12,2008_12_TB_DET,11/23/2008,TB,DET,0.194500651,0,historical
2008,12,2008_12_WAS_SEA,11/23/2008,WAS,SEA,0.39116029,0,historical
2008,12,2008_12_GB_NO,11/24/2008,GB,NO,0.392728081,1,historical
2008,13,2008_13_ARI_PHI,11/27/2008,ARI,PHI,0.532004134,1,historical
2008,13,2008_13_SEA_DAL,11/27/2008,SEA,DAL,0.777563543,1,historical
2008,13,2008_13_TEN_DET,11/27/2008,TEN,DET,0.127468601,0,historical
2008,13,2008_13_ATL_SD,11/30/2008,ATL,SD,0.558579012,0,historical
2008,13,2008_13_BAL_CIN,11/30/2008,BAL,CIN,0.237808516,0,historical
2008,13,2008_13_CAR_GB,11/30/2008,CAR,GB,0.592956511,0,historical
2008,13,2008_13_CHI_MIN,11/30/2008,CHI,MIN,0.566199202,1,historical
2008,13,2008_13_DEN_NYJ,11/30/2008,DEN,NYJ,0.804714224,0,historical
2008,13,2008_13_IND_CLE,11/30/2008,IND,CLE,0.337286184,0,historical
2008,13,2008_13_KC_OAK,11/30/2008,KC,OAK,0.673324959,0,historical
2008,13,2008_13_MIA_STL,11/30/2008,MIA,STL,0.320407676,0,historical
2008,13,2008_13_NO_TB,11/30/2008,NO,TB,0.621529211,1,historical
2008,13,2008_13_NYG_WAS,11/30/2008,NYG,WAS,0.318769934,0,historical
2008,13,2008_13_PIT_NE,11/30/2008,PIT,NE,0.586533764,0,historical
2008,13,2008_13_SF_BUF,11/30/2008,SF,BUF,0.725331672,0,historical
2008,13,2008_13_JAX_HOU,12/1/2008,JAX,HOU,0.567662184,1,historical
2008,14,2008_14_OAK_SD,12/4/2008,OAK,SD,0.755307525,1,historical
2008,14,2008_14_ATL_NO,12/7/2008,ATL,NO,0.517369591,1,historical
2008,14,2008_14_CIN_IND,12/7/2008,CIN,IND,0.86121094,1,historical
2008,14,2008_14_CLE_TEN,12/7/2008,CLE,TEN,0.812757922,1,historical
2008,14,2008_14_DAL_PIT,12/7/2008,DAL,PIT,0.642746486,1,historical
2008,14,2008_14_HOU_GB,12/7/2008,HOU,GB,0.613289429,0,historical
2008,14,2008_14_JAX_CHI,12/7/2008,JAX,CHI,0.662110702,1,historical
2008,14,2008_14_KC_DEN,12/7/2008,KC,DEN,0.745405165,1,historical
2008,14,2008_14_MIA_BUF,12/7/2008,MIA,BUF,0.489735634,0,historical
2008,14,2008_14_MIN_DET,12/7/2008,MIN,DET,0.168288495,0,historical
2008,14,2008_14_NE_SEA,12/7/2008,NE,SEA,0.284152169,0,historical
2008,14,2008_14_NYJ_SF,12/7/2008,NYJ,SF,0.321747602,1,historical
2008,14,2008_14_PHI_NYG,12/7/2008,PHI,NYG,0.762873995,0,historical
2008,14,2008_14_STL_ARI,12/7/2008,STL,ARI,0.816315192,1,historical
2008,14,2008_14_WAS_BAL,12/7/2008,WAS,BAL,0.695731916,1,historical
2008,14,2008_14_TB_CAR,12/8/2008,TB,CAR,0.502835062,1,historical
2008,15,2008_15_NO_CHI,12/11/2008,NO,CHI,0.54161028,1,historical
2008,15,2008_15_BUF_NYJ,12/14/2008,BUF,NYJ,0.700906458,1,historical
2008,15,2008_15_DEN_CAR,12/14/2008,DEN,CAR,0.692829399,1,historical
2008,15,2008_15_DET_IND,12/14/2008,DET,IND,0.91632774,1,historical
2008,15,2008_15_GB_JAX,12/14/2008,GB,JAX,0.415090736,1,historical
2008,15,2008_15_MIN_ARI,12/14/2008,MIN,ARI,0.470874101,0,historical
2008,15,2008_15_NE_OAK,12/14/2008,NE,OAK,0.215878242,0,historical
2008,15,2008_15_NYG_DAL,12/14/2008,NYG,DAL,0.388436989,1,historical
2008,15,2008_15_PIT_BAL,12/14/2008,PIT,BAL,0.516689192,0,historical
2008,15,2008_15_SD_KC,12/14/2008,SD,KC,0.284370083,0,historical
2008,15,2008_15_SEA_STL,12/14/2008,SEA,STL,0.424693379,0,historical
2008,15,2008_15_SF_MIA,12/14/2008,SF,MIA,0.676135648,1,historical
2008,15,2008_15_TB_ATL,12/14/2008,TB,ATL,0.517465986,1,historical
2008,15,2008_15_TEN_HOU,12/14/2008,TEN,HOU,0.345631419,1,historical
2008,15,2008_15_WAS_CIN,12/14/2008,WAS,CIN,0.325984443,1,historical
2008,15,2008_15_CLE_PHI,12/15/2008,CLE,PHI,0.779401751,1,historical
2008,16,2008_16_IND_JAX,12/18/2008,IND,JAX,0.286900497,0,historical
2008,16,2008_16_BAL_DAL,12/20/2008,BAL,DAL,0.544667564,0,historical
2008,16,2008_16_ARI_NE,12/21/2008,ARI,NE,0.709874161,1,historical
2008,16,2008_16_ATL_MIN,12/21/2008,ATL,MIN,0.663058293,0,historical
2008,16,2008_16_BUF_DEN,12/21/2008,BUF,DEN,0.651466647,0,historical
2008,16,2008_16_CAR_NYG,12/21/2008,CAR,NYG,0.618619317,1,historical
2008,16,2008_16_CIN_CLE,12/21/2008,CIN,CLE,0.618150826,0,historical
2008,16,2008_16_HOU_OAK,12/21/2008,HOU,OAK,0.267473279,1,historical
2008,16,2008_16_MIA_KC,12/21/2008,MIA,KC,0.265683423,0,historical
2008,16,2008_16_NO_DET,12/21/2008,NO,DET,0.197120457,0,historical
2008,16,2008_16_NYJ_SEA,12/21/2008,NYJ,SEA,0.358822443,1,historical
2008,16,2008_16_PHI_WAS,12/21/2008,PHI,WAS,0.338618148,1,historical
2008,16,2008_16_PIT_TEN,12/21/2008,PIT,TEN,0.508910896,1,historical
2008,16,2008_16_SD_TB,12/21/2008,SD,TB,0.601416004,0,historical
2008,16,2008_16_SF_STL,12/21/2008,SF,STL,0.347307611,0,historical
2008,16,2008_16_GB_CHI,12/22/2008,GB,CHI,0.622906037,1,historical
2008,17,2008_17_CAR_NO,12/28/2008,CAR,NO,0.481107362,0,historical
2008,17,2008_17_CHI_HOU,12/28/2008,CHI,HOU,0.468262905,1,historical
2008,17,2008_17_CLE_PIT,12/28/2008,CLE,PIT,0.865586519,1,historical
2008,17,2008_17_DAL_PHI,12/28/2008,DAL,PHI,0.564519992,1,historical
2008,17,2008_17_DEN_SD,12/28/2008,DEN,SD,0.729336266,1,historical
2008,17,2008_17_DET_GB,12/28/2008,DET,GB,0.841765819,1,historical
2008,17,2008_17_JAX_BAL,12/28/2008,JAX,BAL,0.823072432,1,historical
2008,17,2008_17_KC_CIN,12/28/2008,KC,CIN,0.702805823,1,historical
2008,17,2008_17_MIA_NYJ,12/28/2008,MIA,NYJ,0.481294526,0,historical
2008,17,2008_17_NE_BUF,12/28/2008,NE,BUF,0.287532699,0,historical
2008,17,2008_17_NYG_MIN,12/28/2008,NYG,MIN,0.449431343,1,historical
2008,17,2008_17_OAK_TB,12/28/2008,OAK,TB,0.751642901,0,historical
2008,17,2008_17_SEA_ARI,12/28/2008,SEA,ARI,0.615201987,1,historical
2008,17,2008_17_STL_ATL,12/28/2008,STL,ATL,0.885144019,1,historical
2008,17,2008_17_TEN_IND,12/28/2008,TEN,IND,0.499797802,1,historical
2008,17,2008_17_WAS_SF,12/28/2008,WAS,SF,0.445498555,1,historical
2008,18,2008_18_ATL_ARI,1/3/2009,ATL,ARI,0.428417488,1,historical
2008,18,2008_18_IND_SD,1/3/2009,IND,SD,0.413576286,1,historical
2008,18,2008_18_BAL_MIA,1/4/2009,BAL,MIA,0.419008327,0,historical
2008,18,2008_18_PHI_MIN,1/4/2009,PHI,MIN,0.513573121,0,historical
2008,19,2008_19_ARI_CAR,1/10/2009,ARI,CAR,0.690978228,0,historical
2008,19,2008_19_BAL_TEN,1/10/2009,BAL,TEN,0.5000112,0,historical
2008,19,2008_19_PHI_NYG,1/11/2009,PHI,NYG,0.550053874,0,historical
2008,19,2008_19_SD_PIT,1/11/2009,SD,PIT,0.644538029,1,historical
2008,20,2008_20_BAL_PIT,1/18/2009,BAL,PIT,0.525268382,1,historical
2008,20,2008_20_PHI_ARI,1/18/2009,PHI,ARI,0.387343593,1,historical
2008,21,2008_21_PIT_ARI,2/1/2009,PIT,ARI,0.401110559,0,historical
2009,1,2009_01_TEN_PIT,9/10/2009,TEN,PIT,0.620548533,1,historical
2009,1,2009_01_CHI_GB,9/13/2009,CHI,GB,0.542558365,1,historical
2009,1,2009_01_DAL_TB,9/13/2009,DAL,TB,0.504273644,0,historical
2009,1,2009_01_DEN_CIN,9/13/2009,DEN,CIN,0.567433318,0,historical
2009,1,2009_01_DET_NO,9/13/2009,DET,NO,0.754122331,1,historical
2009,1,2009_01_JAX_IND,9/13/2009,JAX,IND,0.725396539,1,historical
2009,1,2009_01_KC_BAL,9/13/2009,KC,BAL,0.797394736,1,historical
2009,1,2009_01_MIA_ATL,9/13/2009,MIA,ATL,0.56819222,1,historical
2009,1,2009_01_MIN_CLE,9/13/2009,MIN,CLE,0.414745301,0,historical
2009,1,2009_01_NYJ_HOU,9/13/2009,NYJ,HOU,0.586154812,0,historical
2009,1,2009_01_PHI_CAR,9/13/2009,PHI,CAR,0.489221313,0,historical
2009,1,2009_01_SF_ARI,9/13/2009,SF,ARI,0.657187883,0,historical
2009,1,2009_01_STL_SEA,9/13/2009,STL,SEA,0.655914564,1,historical
2009,1,2009_01_WAS_NYG,9/13/2009,WAS,NYG,0.650115151,1,historical
2009,1,2009_01_BUF_NE,9/14/2009,BUF,NE,0.709996292,1,historical
2009,1,2009_01_SD_OAK,9/14/2009,SD,OAK,0.427060549,0,historical
2009,2,2009_02_ARI_JAX,9/20/2009,ARI,JAX,0.461339126,0,historical
2009,2,2009_02_BAL_SD,9/20/2009,BAL,SD,0.491646212,0,historical
2009,2,2009_02_CAR_ATL,9/20/2009,CAR,ATL,0.639201904,1,historical
2009,2,2009_02_CIN_GB,9/20/2009,CIN,GB,0.665626949,0,historical
2009,2,2009_02_CLE_DEN,9/20/2009,CLE,DEN,0.660339405,1,historical
2009,2,2009_02_HOU_TEN,9/20/2009,HOU,TEN,0.692692876,0,historical
2009,2,2009_02_MIN_DET,9/20/2009,MIN,DET,0.275139786,0,historical
2009,2,2009_02_NE_NYJ,9/20/2009,NE,NYJ,0.480606716,1,historical
2009,2,2009_02_NO_PHI,9/20/2009,NO,PHI,0.669992109,0,historical
2009,2,2009_02_NYG_DAL,9/20/2009,NYG,DAL,0.529383064,0,historical
2009,2,2009_02_OAK_KC,9/20/2009,OAK,KC,0.481607919,0,historical
2009,2,2009_02_PIT_CHI,9/20/2009,PIT,CHI,0.373579935,1,historical
2009,2,2009_02_SEA_SF,9/20/2009,SEA,SF,0.584835236,1,historical
2009,2,2009_02_STL_WAS,9/20/2009,STL,WAS,0.718207484,1,historical
2009,2,2009_02_TB_BUF,9/20/2009,TB,BUF,0.556363812,1,historical
2009,2,2009_02_IND_MIA,9/21/2009,IND,MIA,0.41604197,0,historical
2009,3,2009_03_ATL_NE,9/27/2009,ATL,NE,0.53149035,1,historical
2009,3,2009_03_CHI_SEA,9/27/2009,CHI,SEA,0.475808348,0,historical
2009,3,2009_03_CLE_BAL,9/27/2009,CLE,BAL,0.835008684,1,historical
2009,3,2009_03_DEN_OAK,9/27/2009,DEN,OAK,0.478658246,0,historical
2009,3,2009_03_GB_STL,9/27/2009,GB,STL,0.362823223,0,historical
2009,3,2009_03_IND_ARI,9/27/2009,IND,ARI,0.469363191,0,historical
2009,3,2009_03_JAX_HOU,9/27/2009,JAX,HOU,0.647718225,0,historical
2009,3,2009_03_KC_PHI,9/27/2009,KC,PHI,0.796566562,1,historical
2009,3,2009_03_MIA_SD,9/27/2009,MIA,SD,0.638043602,1,historical
2009,3,2009_03_NO_BUF,9/27/2009,NO,BUF,0.400752,0,historical
2009,3,2009_03_NYG_TB,9/27/2009,NYG,TB,0.332714625,0,historical
2009,3,2009_03_PIT_CIN,9/27/2009,PIT,CIN,0.384135957,1,historical
2009,3,2009_03_SF_MIN,9/27/2009,SF,MIN,0.62884601,1,historical
2009,3,2009_03_TEN_NYJ,9/27/2009,TEN,NYJ,0.572804096,1,historical
2009,3,2009_03_WAS_DET,9/27/2009,WAS,DET,0.347139374,1,historical
2009,3,2009_03_CAR_DAL,9/28/2009,CAR,DAL,0.647256753,1,historical
2009,4,2009_04_BAL_NE,10/4/2009,BAL,NE,0.482158698,1,historical
2009,4,2009_04_BUF_MIA,10/4/2009,BUF,MIA,0.564951522,1,historical
2009,4,2009_04_CIN_CLE,10/4/2009,CIN,CLE,0.380416098,0,historical
2009,4,2009_04_DAL_DEN,10/4/2009,DAL,DEN,0.524519041,1,historical
2009,4,2009_04_DET_CHI,10/4/2009,DET,CHI,0.768902567,1,historical
2009,4,2009_04_NYG_KC,10/4/2009,NYG,KC,0.220462144,0,historical
2009,4,2009_04_NYJ_NO,10/4/2009,NYJ,NO,0.62385219,1,historical
2009,4,2009_04_OAK_HOU,10/4/2009,OAK,HOU,0.609730783,1,historical
2009,4,2009_04_SD_PIT,10/4/2009,SD,PIT,0.583775209,1,historical
2009,4,2009_04_SEA_IND,10/4/2009,SEA,IND,0.809554824,1,historical
2009,4,2009_04_STL_SF,10/4/2009,STL,SF,0.788787875,1,historical
